text,canonical_form_1,category_1,severity_rating,severity_description
worse-informed,worse-informed,no insult,0.0,None
aratory,aratory,no insult,0.0,None
china-virus,china virus,political,2.2,Strong
jussion,jussion,no insult,0.0,None
mothercker,motherfucker,sexual anatomy / sexual acts,2.2,Strong
cyberfucs,fuck,sexual anatomy / sexual acts,2.0,Strong
hobbles,hobbles,no insult,0.0,None
hoebag,hoe,sexual orientation / gender,2.0,Strong
reindexing,reindexing,no insult,0.0,None
prick-face,prick,sexual anatomy / sexual acts,1.2,Mild
cocks,cock,sexual anatomy / sexual acts,1.6,Strong
salt-cured,salt-cured,no insult,0.0,None
Cabomba,Cabomba,no insult,0.0,None
banjo-picker,banjo-picker,no insult,0.0,None
douroucouli,douroucouli,no insult,0.0,None
rended,rended,no insult,0.0,None
quasi-original,quasi-original,no insult,0.0,None
incompatibly,incompatibly,no insult,0.0,None
mofos,motherfucker,sexual anatomy / sexual acts,2.0,Strong
ELAS,ELAS,no insult,0.0,None
l'tre,l'tre,no insult,0.0,None
nondeceptively,nondeceptively,no insult,0.0,None
paraenesize,paraenesize,no insult,0.0,None
Lanam,Lanam,no insult,0.0,None
galactagogue,galactagogue,no insult,0.0,None
sarcitis,sarcitis,no insult,0.0,None
pedobear,pedophile,sexual orientation / gender,2.0,Strong
gregarianism,gregarianism,no insult,0.0,None
chylopoiesis,chylopoiesis,no insult,0.0,None
small-reasoned,small-reasoned,no insult,0.0,None
interminglement,interminglement,no insult,0.0,None
violets,violets,no insult,0.0,None
reunification,reunification,no insult,0.0,None
cytodiagnosis,cytodiagnosis,no insult,0.0,None
Buseck,Buseck,no insult,0.0,None
re-request,re-request,no insult,0.0,None
disfriar,disfriar,no insult,0.0,None
nucleases,nucleases,no insult,0.0,None
maffick,maffick,no insult,0.0,None
sphincter,sphincter,sexual anatomy / sexual acts,1.0,Mild
asbestus,asbestus,no insult,0.0,None
misdeems,misdeems,no insult,0.0,None
pussy,pussy,sexual anatomy / sexual acts,1.4,Mild
inaffectation,inaffectation,no insult,0.0,None
Grootfontein,Grootfontein,no insult,0.0,None
guytrash,guytrash,no insult,0.0,None
defensor,defensor,no insult,0.0,None
Difflugia,Difflugia,no insult,0.0,None
cacheting,cacheting,no insult,0.0,None
likeways,likeways,no insult,0.0,None
mf'ing,motherfucker,sexual anatomy / sexual acts,2.2,Strong
santol,santol,no insult,0.0,None
kirkinhead,kirkinhead,no insult,0.0,None
pretentiously,pretentiously,no insult,0.0,None
haematogenesis,haematogenesis,no insult,0.0,None
sintoc,sintoc,no insult,0.0,None
unallowable,unallowable,no insult,0.0,None
phuked,fuck,sexual anatomy / sexual acts,2.2,Strong
fishhood,fishhood,no insult,0.0,None
pinchhitters,pinchhitters,no insult,0.0,None
stainable,stainable,no insult,0.0,None
Glossa,Glossa,no insult,0.0,None
coon1es,coon,racial / ethnic slurs,3.0,Severe
motherfuckka,motherfucker,sexual anatomy / sexual acts,3.0,Severe
lexia,lexia,no insult,0.0,None
dodecamerous,dodecamerous,no insult,0.0,None
nickker,nigger,racial / ethnic slurs,3.0,Severe
hymenopteron,hymenopteron,no insult,0.0,None
CRONIC,CRONIC,no insult,0.0,None
pussie,pussy,sexual anatomy / sexual acts,2.0,Strong
beguilements,beguilements,no insult,0.0,None
aestheticize,aestheticize,no insult,0.0,None
overtediously,overtediously,no insult,0.0,None
underprize,underprize,no insult,0.0,None
azzhole,ass,sexual anatomy / sexual acts,1.6,Strong
cockbird,cockbird,no insult,0.0,None
Jack off,jackoff,sexual anatomy / sexual acts,1.4,Mild
iguanid,iguanid,no insult,0.0,None
phonopore,phonopore,no insult,0.0,None
moil,moil,no insult,0.0,None
overplentiful,overplentiful,no insult,0.0,None
nonincrusting,nonincrusting,no insult,0.0,None
Slavo-teutonic,Slavo-teutonic,no insult,0.0,None
goddamn son-of-a-bitch,damn,religious offense,1.4,Mild
0rgasms,orgasm,sexual anatomy / sexual acts,1.0,Mild
pteroylmonogl,pteroylmonogl,no insult,0.0,None
quintupliribbed,quintupliribbed,no insult,0.0,None
mutherfuckers,motherfucker,sexual anatomy / sexual acts,2.8,Severe
ethnolinguistic,ethnolinguistic,no insult,0.0,None
shiat,shit,bodily fluids / excrement,1.0,Mild
colluders,colluders,no insult,0.0,None
Balanoglossida,Balanoglossida,no insult,0.0,None
laticostate,laticostate,no insult,0.0,None
counterworker,counterworker,no insult,0.0,None
electrophoretogram,electrophoretogram,no insult,0.0,None
inerrancy,inerrancy,no insult,0.0,None
shadowing,shadowing,no insult,0.0,None
theopantism,theopantism,no insult,0.0,None
n1ggas,nigger,racial / ethnic slurs,3.0,Severe
uncontingently,uncontingently,no insult,0.0,None
speciational,speciational,no insult,0.0,None
butterhead,butterhead,no insult,0.0,None
d1ck,dick,sexual anatomy / sexual acts,1.0,Mild
pancratism,pancratism,no insult,0.0,None
tricussate,tricussate,no insult,0.0,None
leapfrogged,leapfrogged,no insult,0.0,None
butt fuck,fuck,sexual anatomy / sexual acts,2.2,Strong
rat bastard,bastard,other / general insult,1.6,Strong
overbakes,overbakes,no insult,0.0,None
bushy-whiskered,bushy-whiskered,no insult,0.0,None
n1gg3r,nigger,racial / ethnic slurs,3.0,Severe
amalic,amalic,no insult,0.0,None
scut,scut,other / general insult,1.0,Mild
superhumanized,superhumanized,no insult,0.0,None
Montano,Montano,no insult,0.0,None
septectomies,septectomies,no insult,0.0,None
dimethyls,dimethyls,no insult,0.0,None
fucktard,fuck,sexual anatomy / sexual acts,2.8,Severe
fuckstick,fuck,sexual anatomy / sexual acts,2.2,Strong
re-ennoble,re-ennoble,no insult,0.0,None
fked,fuck,sexual anatomy / sexual acts,2.0,Strong
terner,terner,no insult,0.0,None
interdiffusiness,interdiffusiness,no insult,0.0,None
fcked,fuck,sexual anatomy / sexual acts,2.0,Strong
misapprehends,misapprehends,no insult,0.0,None
embrasured,embrasured,no insult,0.0,None
SUM,SUM,no insult,0.0,None
scalades,scalades,no insult,0.0,None
outsteal,outsteal,no insult,0.0,None
credibilities,credibilities,no insult,0.0,None
fvcking,fuck,sexual anatomy / sexual acts,2.0,Strong
kyke,kike,racial / ethnic slurs,3.0,Severe
Biscoe,Biscoe,no insult,0.0,None
kerseynette,kerseynette,no insult,0.0,None
Sarcocolla,Sarcocolla,no insult,0.0,None
preconferring,preconferring,no insult,0.0,None
monometallism,monometallism,no insult,0.0,None
frogbit,frogbit,no insult,0.0,None
horse shit,shit,bodily fluids / excrement,1.2,Mild
muthafeckers,motherfucker,sexual anatomy / sexual acts,3.0,Severe
man chowder,man chowder,bodily fluids / excrement,1.0,Mild
quizzing,quizzing,no insult,0.0,None
nonparticipating,nonparticipating,no insult,0.0,None
lapsed,lapsed,no insult,0.0,None
discophorous,discophorous,no insult,0.0,None
hymnographer,hymnographer,no insult,0.0,None
dicotyl,dicotyl,no insult,0.0,None
decumbiture,decumbiture,no insult,0.0,None
motherfukka,motherfucker,sexual anatomy / sexual acts,3.0,Severe
predisadvantage,predisadvantage,no insult,0.0,None
inosclerosis,inosclerosis,no insult,0.0,None
narcotic,narcotic,no insult,0.0,None
Vaiden,Vaiden,no insult,0.0,None
knobjokey,knob,sexual orientation / gender,2.6,Severe
carpet muncher,carpet muncher,sexual anatomy / sexual acts,2.4,Strong
fuking,fuck,sexual anatomy / sexual acts,2.0,Strong
fuckheads,fuck,sexual anatomy / sexual acts,2.6,Severe
pausation,pausation,no insult,0.0,None
long-expected,long-expected,no insult,0.0,None
octahedric,octahedric,no insult,0.0,None
equinoctially,equinoctially,no insult,0.0,None
motherfucks,motherfucker,sexual anatomy / sexual acts,3.0,Severe
buttresses,buttresses,no insult,0.0,None
megillah,megillah,no insult,0.0,None
peperonis,peperonis,no insult,0.0,None
inhabitance,inhabitance,no insult,0.0,None
ragheads,raghead,racial / ethnic slurs,2.6,Severe
prepositor,prepositor,no insult,0.0,None
antipoles,antipoles,no insult,0.0,None
cameltoe,cameltoe,sexual anatomy / sexual acts,1.2,Mild
dautie,dautie,no insult,0.0,None
bespete,bespete,no insult,0.0,None
astoop,astoop,no insult,0.0,None
Niederosterreich,Niederosterreich,no insult,0.0,None
gumboot,gumboot,no insult,0.0,None
spaceborne,spaceborne,no insult,0.0,None
slut hole,slut,sexual anatomy / sexual acts,2.4,Strong
unshabby,unshabby,no insult,0.0,None
snatch licker,snatch,sexual anatomy / sexual acts,2.8,Severe
gramophonically,gramophonically,no insult,0.0,None
viol,viol,no insult,0.0,None
mothafucced,motherfucker,sexual anatomy / sexual acts,2.6,Severe
fissle,fissle,no insult,0.0,None
hissing,hissing,no insult,0.0,None
tripartient,tripartient,no insult,0.0,None
Depoliti,Depoliti,no insult,0.0,None
jackasses,ass,sexual anatomy / sexual acts,1.0,Mild
auctionary,auctionary,no insult,0.0,None
honeycombing,honeycombing,no insult,0.0,None
fire-breeding,fire-breeding,no insult,0.0,None
bourgeoisies,bourgeoisies,no insult,0.0,None
f0cker,fuck,sexual anatomy / sexual acts,2.4,Strong
misfit's,misfit's,no insult,0.0,None
darkass,ass,racial / ethnic slurs,2.6,Severe
cylindrical,cylindrical,no insult,0.0,None
fagg0t,faggot,sexual orientation / gender,3.0,Severe
Ivins,Ivins,no insult,0.0,None
douche canoe,douche,sexual anatomy / sexual acts,1.4,Mild
coelostat,coelostat,no insult,0.0,None
inditers,inditers,no insult,0.0,None
PLC,PLC,no insult,0.0,None
tetrasporangium,tetrasporangium,no insult,0.0,None
coascend,coascend,no insult,0.0,None
fcuked,fuck,sexual anatomy / sexual acts,2.2,Strong
unspitted,unspitted,no insult,0.0,None
dioptre,dioptre,no insult,0.0,None
shit-stuffers,shit,sexual anatomy / sexual acts,1.8,Strong
f@gg0t,faggot,sexual orientation / gender,3.0,Severe
b1tch3s,bitch,sexual orientation / gender,1.4,Mild
single-banked,single-banked,no insult,0.0,None
Apogonidae,Apogonidae,no insult,0.0,None
monogamous,monogamous,no insult,0.0,None
dodderer,dodderer,no insult,0.0,None
spanking,spank,sexual anatomy / sexual acts,1.0,Mild
fvckwhi,fuck,sexual anatomy / sexual acts,2.2,Strong
subconcepts,subconcepts,no insult,0.0,None
moonal,moonal,no insult,0.0,None
pole licker,pole licker,sexual anatomy / sexual acts,2.2,Strong
insusceptibly,insusceptibly,no insult,0.0,None
scatology,scatology,no insult,0.0,None
clubwomen,clubwomen,no insult,0.0,None
seminist,seminist,no insult,0.0,None
booty,booty,sexual anatomy / sexual acts,1.0,Mild
choke the chicken,choke the chicken,sexual anatomy / sexual acts,1.4,Mild
dickz,dick,sexual anatomy / sexual acts,1.2,Mild
afgod,afgod,no insult,0.0,None
pargings,pargings,no insult,0.0,None
advertising,advertising,no insult,0.0,None
insolvencies,insolvencies,no insult,0.0,None
trinketry,trinketry,no insult,0.0,None
peacocklike,peacocklike,no insult,0.0,None
knobendz,knob,sexual anatomy / sexual acts,1.4,Mild
motha fucka,motherfucker,sexual anatomy / sexual acts,2.8,Severe
ealderman,ealderman,no insult,0.0,None
horrid,horrid,no insult,0.0,None
measurelessly,measurelessly,no insult,0.0,None
hypermetaphysical,hypermetaphysical,no insult,0.0,None
phuku,fuck,sexual anatomy / sexual acts,2.2,Strong
sowar,sowar,no insult,0.0,None
caseconv,caseconv,no insult,0.0,None
b1+ch,bitch,sexual orientation / gender,1.0,Mild
imprevisibility,imprevisibility,no insult,0.0,None
Hebraize,Hebraize,no insult,0.0,None
we-all,we-all,no insult,0.0,None
endrudge,endrudge,no insult,0.0,None
oblongatas,oblongatas,no insult,0.0,None
fckking,fuck,sexual anatomy / sexual acts,2.2,Strong
placeful,placeful,no insult,0.0,None
Crane,Crane,no insult,0.0,None
hankerings,hankerings,no insult,0.0,None
leaden-hued,leaden-hued,no insult,0.0,None
Pyatt,Pyatt,no insult,0.0,None
opsonia,opsonia,no insult,0.0,None
unnodding,unnodding,no insult,0.0,None
freaked-out,freaked-out,no insult,0.0,None
endorsements,endorsements,no insult,0.0,None
bitchers,bitch,sexual orientation / gender,1.4,Mild
ultramicroscopy,ultramicroscopy,no insult,0.0,None
demeanour,demeanour,no insult,0.0,None
kromesky,kromesky,no insult,0.0,None
ocelliferous,ocelliferous,no insult,0.0,None
splenetical,splenetical,no insult,0.0,None
conservatoires,conservatoires,no insult,0.0,None
well-rolled,well-rolled,no insult,0.0,None
insipidus,insipidus,no insult,0.0,None
push-pin,push-pin,no insult,0.0,None
nigah,nigger,racial / ethnic slurs,2.8,Severe
coecum,coecum,no insult,0.0,None
shitfuckhead,fuck,other / general insult,2.6,Severe
assfuck3r,fuck,sexual anatomy / sexual acts,2.8,Severe
outloves,outloves,no insult,0.0,None
Mahi,Mahi,no insult,0.0,None
fuckshit,fuck,sexual anatomy / sexual acts,2.4,Strong
epoxide,epoxide,no insult,0.0,None
Phenice,Phenice,no insult,0.0,None
coracopectoral,coracopectoral,no insult,0.0,None
nonhallucinated,nonhallucinated,no insult,0.0,None
re-expose,re-expose,no insult,0.0,None
Lothair,Lothair,no insult,0.0,None
Canberra,Canberra,no insult,0.0,None
phuking,fuck,sexual anatomy / sexual acts,2.2,Strong
trashb1tch,bitch,sexual orientation / gender,1.8,Strong
Fckk,fuck,sexual anatomy / sexual acts,2.2,Strong
dumbfucks,fuck,sexual anatomy / sexual acts,2.2,Strong
shytfeisterfuck,fuck,sexual anatomy / sexual acts,2.6,Severe
covetiveness,covetiveness,no insult,0.0,None
washy,washy,no insult,0.0,None
ammeter,ammeter,no insult,0.0,None
fvckin,fuck,sexual anatomy / sexual acts,1.8,Strong
mobilisable,mobilisable,no insult,0.0,None
coombes,coombes,no insult,0.0,None
shitdick,shit,sexual anatomy / sexual acts,2.4,Strong
jackoff,jack off,sexual anatomy / sexual acts,2.0,Strong
vapidities,vapidities,no insult,0.0,None
pussless,pussy,sexual anatomy / sexual acts,2.0,Strong
jigro,jiggaboo,racial / ethnic slurs,2.8,Severe
breakdown's,breakdown's,no insult,0.0,None
self-pictured,self-pictured,no insult,0.0,None
cock,cock,sexual anatomy / sexual acts,1.4,Mild
shitdip,shit,bodily fluids / excrement,1.8,Strong
vaccinial,vaccinial,no insult,0.0,None
dilection,dilection,no insult,0.0,None
Synodus,Synodus,no insult,0.0,None
interchase,interchase,no insult,0.0,None
scintillose,scintillose,no insult,0.0,None
income-tax,income-tax,no insult,0.0,None
monetarist,monetarist,no insult,0.0,None
marlinspike,marlinspike,no insult,0.0,None
ungratuitously,ungratuitously,no insult,0.0,None
holdback,holdback,no insult,0.0,None
Goodwin,Goodwin,no insult,0.0,None
clads,clads,no insult,0.0,None
fucked,fuck,sexual anatomy / sexual acts,1.8,Strong
pack my fudge,fudge packer,sexual anatomy / sexual acts,2.0,Strong
freeze-dried,freeze-dried,no insult,0.0,None
clotweed,clotweed,no insult,0.0,None
negotiatrix,negotiatrix,no insult,0.0,None
countercheck,countercheck,no insult,0.0,None
junt,junt,no insult,0.0,None
shittydick,shit,bodily fluids / excrement,2.0,Strong
extrasomatic,extrasomatic,no insult,0.0,None
celebrations,celebrations,no insult,0.0,None
sonofbitches,bitch,sexual orientation / gender,1.0,Mild
equipotent,equipotent,no insult,0.0,None
unsabotaged,unsabotaged,no insult,0.0,None
unfalsifiedness,unfalsifiedness,no insult,0.0,None
heeb,hebe,racial / ethnic slurs,2.2,Strong
fuggerz,fuck,sexual anatomy / sexual acts,2.6,Severe
aspermic,aspermic,no insult,0.0,None
ass muncher,ass,sexual anatomy / sexual acts,2.2,Strong
Theseum,Theseum,no insult,0.0,None
ligulate-flowered,ligulate-flowered,no insult,0.0,None
paleoentomologic,paleoentomologic,no insult,0.0,None
dimensionality,dimensionality,no insult,0.0,None
mong,mong,racial / ethnic slurs,1.8,Strong
comparer,comparer,no insult,0.0,None
poor-folksy,poor-folksy,no insult,0.0,None
cobb knobbler,knob,sexual anatomy / sexual acts,1.8,Strong
tear-jerking,tear-jerking,no insult,0.0,None
organoid,organoid,no insult,0.0,None
ass eating boiolas,ass,sexual anatomy / sexual acts,2.8,Severe
spillable,spillable,no insult,0.0,None
Scouse,Scouse,no insult,0.0,None
fackuhs,fuck,sexual anatomy / sexual acts,2.0,Strong
respan,respan,no insult,0.0,None
sweetishly,sweetishly,no insult,0.0,None
auditors-general,auditors-general,no insult,0.0,None
cocinera,cocinera,no insult,0.0,None
panus,panus,no insult,0.0,None
cawk,cock,sexual anatomy / sexual acts,1.4,Mild
ku kluxer,ku kluxer,racial / ethnic slurs,2.6,Severe
mischievous,mischievous,no insult,0.0,None
ratatat,ratatat,no insult,0.0,None
tomtits,tomtits,no insult,0.0,None
nobs,knob,sexual anatomy / sexual acts,1.2,Mild
n1gg@hs,niggger,racial / ethnic slurs,2.8,Severe
dictamina,dictamina,no insult,0.0,None
publicute,publicute,no insult,0.0,None
tramp,tramp,sexual orientation / gender,1.6,Strong
pregnance,pregnance,no insult,0.0,None
vacciniaceous,vacciniaceous,no insult,0.0,None
unappeasedness,unappeasedness,no insult,0.0,None
fukwit,fuck,sexual anatomy / sexual acts,2.2,Strong
neglected,neglected,no insult,0.0,None
starter-off,starter-off,no insult,0.0,None
irruptible,irruptible,no insult,0.0,None
respirometry,respirometry,no insult,0.0,None
green-haired,green-haired,no insult,0.0,None
servente,servente,no insult,0.0,None
glueyness,glueyness,no insult,0.0,None
shit face,shit,bodily fluids / excrement,1.8,Strong
pussys,pussy,sexual anatomy / sexual acts,2.0,Strong
laiose,laiose,no insult,0.0,None
fruitgrower,fruitgrower,no insult,0.0,None
quasi-responsive,quasi-responsive,no insult,0.0,None
moans,moans,no insult,0.0,None
fvckers,fuck,sexual anatomy / sexual acts,2.2,Strong
cooterpuffing,coot,sexual anatomy / sexual acts,2.4,Strong
overharvest,overharvest,no insult,0.0,None
tasteless,tasteless,no insult,0.0,None
coppering,coppering,no insult,0.0,None
sovietic,sovietic,no insult,0.0,None
bedumbs,bedumbs,no insult,0.0,None
oddsman,oddsman,no insult,0.0,None
motherfuckins,motherfucker,sexual anatomy / sexual acts,2.8,Severe
faggot mofoes,faggot,sexual anatomy / sexual acts,3.0,Severe
hemidiapente,hemidiapente,no insult,0.0,None
Cynosarges,Cynosarges,no insult,0.0,None
negroes,negro,racial / ethnic slurs,2.6,Severe
vajrasana,vajrasana,no insult,0.0,None
plutonomy,plutonomy,no insult,0.0,None
Zeugobranchia,Zeugobranchia,no insult,0.0,None
annulets,annulets,no insult,0.0,None
refurnished,refurnished,no insult,0.0,None
fck you,fuck,sexual anatomy / sexual acts,2.2,Strong
apoturmeric,apoturmeric,no insult,0.0,None
b1tchez,bitch,sexual orientation / gender,1.2,Mild
punishment,punishment,no insult,0.0,None
cuntlickers,cunt,sexual anatomy / sexual acts,2.6,Severe
unresolvedness,unresolvedness,no insult,0.0,None
hypodermically,hypodermically,no insult,0.0,None
episcopized,episcopized,no insult,0.0,None
Baronga,Baronga,no insult,0.0,None
retenue,retenue,no insult,0.0,None
Fluvanna,Fluvanna,no insult,0.0,None
Hovercraft,Hovercraft,no insult,0.0,None
cyberfuccs,fuck,sexual anatomy / sexual acts,2.2,Strong
Ornithorhynchidae,Ornithorhynchidae,no insult,0.0,None
fuck faces,fuck,sexual anatomy / sexual acts,2.2,Strong
doctress,doctress,no insult,0.0,None
orthodolichocephalic,orthodolichocephalic,no insult,0.0,None
scandalised,scandalised,no insult,0.0,None
thruv,thruv,no insult,0.0,None
jerkoffs,jerk off,sexual anatomy / sexual acts,1.2,Mild
shitti,shit,bodily fluids / excrement,1.0,Mild
methylmalonic,methylmalonic,no insult,0.0,None
plastering,plastering,no insult,0.0,None
Indian,Indian,no insult,0.0,None
shiteblimps,shit,bodily fluids / excrement,1.8,Strong
phuc,fuck,sexual anatomy / sexual acts,2.0,Strong
swine fucker,fuck,sexual anatomy / sexual acts,2.8,Severe
higg@,nigger,racial / ethnic slurs,2.6,Severe
